Image Name,Caption,LPIPS,PSNR,SSIM,BLEU,BERT,METEOR,LPIPS(diff_res),PSNR(diff_res),SSIM(diff_res),BLEU(diff_res),BERT(diff_res),METEOR(diff_res),LPIPS(diff_up),PSNR(diff_up),SSIM(diff_up),BLEU(diff_up),BERT(diff_up),METEOR(diff_up)
1l-image-102.png,"a tank driving down a street with people watching
",0.22622103989124298,16.658794403076172,0.5098986444227629,6.805395922591311e-155,0.9634647965431213,0.22471910112359547,0.04124459624290466,15.800890922546387,0.4570455590269616,6.805395922591311e-155,0.9634647965431213,0.22471910112359547,0.06370483338832855,16.17378044128418,0.4793588396994832,6.805395922591311e-155,0.9634647965431213,0.22471910112359547
-H2FRPD.png,"a military fighter jet flying in the air - stock image
",0.1480075716972351,18.834693908691406,0.8111871068272662,4.0524962413350997e-78,0.9744365215301514,0.46464646464646464,0.02625410258769989,17.963104248046875,0.7904329330297429,0.37200908038405156,0.9621579051017761,0.5402650356778795,0.009802472777664661,18.65044403076172,0.8078988849246188,0.37200908038405156,0.9621579051017761,0.5402650356778795
0_INDIA-PAKISTAN-KASHMIR-UNREST.png,"indian army soldiers stand guard on the road near the border with pakistan
",0.21479247510433197,17.715633392333984,0.5255680368027675,9.025629002083406e-232,0.8811264634132385,0.20122484689413825,0.08186406642198563,15.891191482543945,0.40416423203956103,7.58961907326157e-232,0.8867419362068176,0.14763779527559054,0.10117141902446747,16.24220085144043,0.4293361198752564,8.34060433022243e-232,0.8911952972412109,0.07812500000000001
1(2).png,"indian army trucks on the road near a village
",0.2794109880924225,21.45085334777832,0.5951866517512385,7.401184483348608e-155,0.899375855922699,0.4795698924731184,0.12907147407531738,19.858856201171875,0.5154080932094698,4.2338646970116024e-78,0.8761519193649292,0.4213483146067415,0.20624828338623047,19.39404296875,0.46458648778133316,4.335118471269586e-78,0.8907576203346252,0.5377777777777778
1l-image-Mi-24P-1M.png,"a green helicopter with camouflage paint on it is parked on the ground
",0.20919117331504822,18.332202911376953,0.5441523090318171,4.643380996943939e-155,0.9270204305648804,0.29523809523809524,0.07950326055288315,16.20067596435547,0.4000146005161439,4.643380996943939e-155,0.9270204305648804,0.29523809523809524,0.07181181013584137,16.85305404663086,0.44411848474037274,7.631011170724675e-232,0.9206341505050659,0.16
0de8a1c1ce19bc38c5c6b79aca6f074c.png,"a delta airplane is taking off from an airport
",0.32394903898239136,21.14983367919922,0.53027872952288,0.3155984539112945,0.9306657314300537,0.5377777777777778,0.044306427240371704,20.56718635559082,0.5090657578012268,0.3155984539112945,0.9162920713424683,0.5377777777777778,0.0700206533074379,20.56472396850586,0.4999936650390551,0.3155984539112945,0.9306657314300537,0.5377777777777778
1c9731fb1a5b4f53ba13c5b5f14d5b81_c0x0-720x720.png,"year end savings
",0.23011384904384613,19.05510139465332,0.5334853296082962,0,0.9104030728340149,0.0,0.0742044523358345,17.55243682861328,0.4565181054039383,0,0.9104030728340149,0.0,0.045763660222291946,17.91655731201172,0.46494277105075554,0,0.8609669208526611,0.0
1.-turret-1024x836.png,"a man is lifting a tank onto a truck
",0.24664485454559326,17.452421188354492,0.5743464751949253,6.513869329968086e-155,0.9009811878204346,0.34307065217391297,0.0760013535618782,15.970043182373047,0.4745299252593319,6.223629500679345e-155,0.9073904752731323,0.33938172043010756,0.08141753077507019,16.35755729675293,0.5014910399763689,6.513869329968086e-155,0.9067023992538452,0.34307065217391297
0c1a3269dca7c2a3cddec316466b39a0.png,"a yellow helicopter is on display in a museum
",0.20521794259548187,19.292314529418945,0.59486279483188,5.072841446586652e-78,0.9283089637756348,0.5377777777777778,0.05004040151834488,18.58440589904785,0.5694745374055862,5.072841446586652e-78,0.9361441135406494,0.5377777777777778,0.056004103273153305,18.011899948120117,0.5296335815679395,5.072841446586652e-78,0.9361441135406494,0.5377777777777778
1d98a84b05bcc76dc3b12b7bc183d31e.png,"two fighter jets flying over a river
",0.2088818997144699,19.985919952392578,0.5829215089799925,0.41113361690051975,0.9669033885002136,0.5669642857142857,0.08034493029117584,18.095054626464844,0.48258446989744924,1.2882297539194154e-231,0.9214965105056763,0.14084507042253522,0.09327439963817596,18.341028213500977,0.4955853665745336,1.1640469867513693e-231,0.9256157875061035,0.13333333333333333
0_BEN-OFFICIAL-20190520-212-631.png,"a military helicopter is parked on the runway
",0.19692514836788177,18.426939010620117,0.610699677236629,7.241926111174567e-155,0.9013614058494568,0.3896604938271605,0.06677281111478806,16.43988800048828,0.49391282993166385,7.241926111174567e-155,0.9013614058494568,0.3896604938271605,0.0668761134147644,17.69349479675293,0.5466369127809448,7.241926111174567e-155,0.9026603102684021,0.3896604938271605
1ffe94522f74d9e1d5c108ba1bb89c7b.png,"a large military plane flying in the sky
",0.1652676910161972,20.08272361755371,0.7025864774528292,0.4671379777282001,0.9521809816360474,0.7270233196159123,0.05378499627113342,17.886075973510742,0.6405122169083448,0.4671379777282001,0.9521809816360474,0.7270233196159123,0.018141809850931168,19.677349090576172,0.6798738336223432,0.4671379777282001,0.9521809816360474,0.7270233196159123
_98332434_mediaitem98332433.png,"a drone flying over a lake at sunset
",0.2359892874956131,26.59183692932129,0.8024032319087118,0.2777619034011791,0.9317677617073059,0.5902439024390245,0.020178550854325294,26.13971710205078,0.7958139415482963,0.2777619034011791,0.9317677617073059,0.5902439024390245,0.09706906974315643,25.581130981445312,0.7406626686470767,0.5873949094699213,0.9390560388565063,0.7390260631001373
1ae8305b1440474b8cf4b16cadc82d52_c0x0-1600x686.png,"the chevrolet classic is on sale for $ 2, 000 off
",0.22818994522094727,17.2564754486084,0.5542488840951839,8.853864984883467e-232,0.9330994486808777,0.09345794392523364,0.05946732312440872,14.882832527160645,0.40519385725933693,0,0.9088491201400757,0.0,0.01681225374341011,16.531923294067383,0.502243929661825,8.422437779564611e-232,0.9203200936317444,0.046296296296296294
_110072566_gettyimages-1134568783.png,"a large military plane sitting on the runway
",0.28054279088974,21.428955078125,0.5932942191919577,0.31239399369202553,0.9413771033287048,0.7181571815718157,0.03801397979259491,20.864391326904297,0.5671739120134971,4.640083527732319e-78,0.9334562420845032,0.5902439024390245,0.08606056123971939,20.744638442993164,0.5537883285397107,6.7393716283177006e-155,0.9299919605255127,0.3155006858710563
0b28dfae627833f2697dddd956d57558--panzer-iv-military-tank.png,"a painting of a tank on a bridge
",0.2577887177467346,19.59385108947754,0.5276901476970048,1.0,1.0,0.9990234375,0.042390234768390656,19.17068862915039,0.5059451907641196,1.0,1.0,0.9990234375,0.14636048674583435,18.65226173400879,0.4798616338487444,0.7259795291154771,0.9964652061462402,0.8629377676996723
0_1346310708840_l.png,"a lego tank is shown with a gun on it
",0.18862389028072357,15.112201690673828,0.6082050780000933,1.331091014027761e-231,0.9003472924232483,0.20202020202020204,0.03074530139565468,13.964113235473633,0.5330121472609884,1.331091014027761e-231,0.8991467356681824,0.20202020202020204,0.017638079822063446,14.900972366333008,0.6028526714211201,1.331091014027761e-231,0.9003472924232483,0.20202020202020204
1(4).png,"a helicopter is on the deck of an offshore platform
",0.2784169912338257,18.008752822875977,0.47399366764295775,6.480360213743594e-155,0.8981354832649231,0.3188131313131313,0.10325472056865692,16.486907958984375,0.37752176990074143,6.480360213743594e-155,0.8981354832649231,0.3188131313131313,0.056251946836709976,17.406600952148438,0.42770824350328,1.2882297539194154e-231,0.8964742422103882,0.14705882352941177
_90482169_a1648047-7a18-441a-923c-c44260e5b19e.png,"a large military plane flying in the sky
",0.17086367309093475,24.723766326904297,0.7102431780132822,1.2778269941762074e-231,0.9879955053329468,0.189873417721519,0.04396085441112518,23.991565704345703,0.6952381702682874,0.4671379777282001,0.9521809816360474,0.7270233196159123,0.10676214098930359,23.132112503051758,0.637858614590567,0.24808415001701817,0.9450612664222717,0.5831325301204818
_103476582_6af98702-2d80-4646-a20e-5af48f89c986.png,"a russian military plane is flying low over a forest
",0.18609930574893951,20.43541145324707,0.6729333262145845,6.8489908526642754e-155,0.8733705282211304,0.31562500000000004,0.03920954465866089,19.94917106628418,0.6593724269393242,6.8489908526642754e-155,0.8733705282211304,0.31562500000000004,0.11523537337779999,19.521957397460938,0.6146529720412255,6.513869329968086e-155,0.8827154040336609,0.36831683168316837
0efe40e2a12d35b5801a0b236d486c58.png,"a fighter jet flying through the air with its tail up
",0.16210860013961792,23.68982696533203,0.7382351956175417,0.5781396287180781,0.9478875398635864,0.6412656805841602,0.021160513162612915,23.388561248779297,0.7283801773726514,0.2513293635022765,0.9469914436340332,0.4440366972477064,0.134673610329628,22.790491104125977,0.6528424716217109,0.24808415001701817,0.9434002637863159,0.44
_107999522_hi055470907.png,"an underwater tank is seen in the ocean
",0.1954541802406311,23.237091064453125,0.6128542007952618,6.484592771860512e-155,0.9343332648277283,0.234375,0.0408601276576519,22.43230438232422,0.5645427190679119,5.233427736988301e-155,0.9338979125022888,0.22321428571428573,0.11033521592617035,22.160335540771484,0.5340740603560404,6.7393716283177006e-155,0.9313088059425354,0.3155006858710563
1_dd6316f1-e9c3-4658-a623-5318e60c76a4_300x300.png,"lego tiger tank set
",0.1209271177649498,19.3372802734375,0.7988215940894237,1.0518351895246305e-231,0.9261695742607117,0.11111111111111112,0.045698557049036026,18.062448501586914,0.7645273077925256,1.0518351895246305e-231,0.9261695742607117,0.11111111111111112,0.024836290627717972,18.380109786987305,0.7676512941397675,1.0244914152188952e-231,0.9180804491043091,0.10869565217391304
1_16a0842c3b7.2003837_3834054413_16a0842c3b7_large.png,"the inside of an airplane with the windows open
",0.195048525929451,19.328859329223633,0.6100309292794426,1.0518351895246305e-231,0.9478166699409485,0.05555555555555555,0.025203809142112732,18.882658004760742,0.5914293799413827,1.0518351895246305e-231,0.9478166699409485,0.05555555555555555,0.08839012682437897,18.608020782470703,0.5679993176518676,4.034282314146679e-78,0.9499644041061401,0.3271604938271605
1-image-Mi-26.png,"a large helicopter flying through the sky
",0.1660851240158081,22.410276412963867,0.6850612847449864,9.106239987484608e-155,0.9494289755821228,0.6194444444444446,0.03664037957787514,21.941070556640625,0.6735965367110474,9.106239987484608e-155,0.9494289755821228,0.6194444444444446,0.04566200077533722,21.335115432739258,0.627050436841263,9.106239987484608e-155,0.9494289755821228,0.6194444444444446
1l-image-2S35-Koalitsiya-SV.png,"a man in military uniform is sitting on top of a large tank
",0.26115065813064575,18.16683006286621,0.5689251728754414,5.364950815988815e-155,0.9368671774864197,0.1968503937007874,0.08443161100149155,16.528797149658203,0.45156271130558995,6.677571628641163e-155,0.9387950897216797,0.2362204724409449,0.06178461015224457,17.651382446289062,0.5356431664532065,6.677571628641163e-155,0.9387950897216797,0.2362204724409449
01-honda-civic-si-sedan.png,"the 2019 honda civic hatchback is driving down a city street
",0.2227659523487091,17.895580291748047,0.501127735108287,6.5806869883189804e-155,0.9097275733947754,0.33513513513513515,0.055508390069007874,17.13705825805664,0.46584257071252955,6.5806869883189804e-155,0.9074257016181946,0.33513513513513515,0.04460771754384041,16.557720184326172,0.3963500968839157,6.5806869883189804e-155,0.9097275733947754,0.33513513513513515
1l-image-Magni-Multi-Rotor-Micro-Drone-800x600.png,"a large black and white drone flying in the sky
",0.17472544312477112,22.66788673400879,0.7513835310068092,0.24808415001701817,0.9604199528694153,0.47920792079207924,0.035605426877737045,21.866378784179688,0.7375210042928115,1.3483065280626046e-231,0.9344123601913452,0.15,0.02771642804145813,22.61247444152832,0.7705277360425311,0.4606369751099829,0.9925026297569275,0.7132337471070903
01-BOAC-Comet-1-G-BOAC-AI-PM-1953-0603-Marvin-G-Goldman-Colln.png,"a vintage airplane flying through the sky
",0.19587653875350952,21.953624725341797,0.6318245447681438,7.241926111174567e-155,0.9586747288703918,0.4383680555555556,0.019935352727770805,21.519451141357422,0.6236837669412779,8.612150057732663e-155,0.9634398221969604,0.610958904109589,0.12934629619121552,20.96939468383789,0.5633984992141792,6.8489908526642754e-155,0.9485998153686523,0.4323630136986301
1-288.png,"a military truck with a large missile mounted on top
",0.20343731343746185,21.111961364746094,0.5978475273700383,0.38163309113713373,0.9335672855377197,0.6657910689028086,0.04140186309814453,20.475528717041016,0.5760946149926757,0.38163309113713373,0.9335672855377197,0.6657910689028086,0.08425342291593552,19.721168518066406,0.5045595588937566,0.37700638045494705,0.9228436350822449,0.7636335784313727
-convoy-in-pulwama-on-thursday-february-14-which-killed-more-than-50-indian-army-men-credit-idrees-abbassopa-imageszuma-wirealamy-live-news-T3JP27.png,"indian army soldiers stand next to a truck on a road in the mountains - stock image
",0.2154180258512497,18.379470825195312,0.5417339003471168,6.695492068419091e-232,0.940377414226532,0.12269938650306748,0.07720586657524109,17.473712921142578,0.4967525957736749,7.63049244569146e-232,0.9325416684150696,0.12195121951219512,0.0823003500699997,17.73089027404785,0.5009579740470482,2.3298299857550653e-155,0.9264087677001953,0.12422360248447205
_107715692_gettyimages-1159570665.png,"army tanks are parked on a train track
",0.236034095287323,20.7252140045166,0.5412398928217111,5.157006819435075e-155,0.9078468680381775,0.2298850574712644,0.08606237918138504,19.797483444213867,0.5034562364401729,8.014508691042773e-155,0.9098010659217834,0.3155006858710563,0.05218692123889923,19.353893280029297,0.45475108646957985,1.384292958842266e-231,0.9115968942642212,0.1851851851851852
1-129.png,india's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a new weapon to counter china's indian army has a,0.18093341588974,18.642017364501953,0.587746750108309,2.429607218140494e-238,0.7651316523551941,0.01111111111111111,0.036011986434459686,18.03648567199707,0.5675660634786638,2.429607218140494e-238,0.7691324353218079,0.01111111111111111,0.02206060290336609,18.657188415527344,0.5898424232364551,2.429607218140494e-238,0.7689379453659058,0.01111111111111111
1(3).png,"a large airplane taking off from an airport
",0.3219088315963745,20.628971099853516,0.609271509124356,1.0832677820940877e-231,0.9329072833061218,0.0625,0.06986269354820251,19.971738815307617,0.5754108501989117,1.0832677820940877e-231,0.9481480121612549,0.125,0.2766529619693756,19.031641006469727,0.5062247807255129,1.384292958842266e-231,0.9425620436668396,0.1851851851851852
_57608873_drone.png,"a white helicopter flying in the sky with a propeller
",0.1794203668832779,23.527790069580078,0.7810341686048408,0.4344371253135792,0.9505772590637207,0.6792413935271077,0.026007013395428658,23.12044334411621,0.784991946414985,0.4344371253135792,0.9505772590637207,0.6792413935271077,0.11438160389661789,22.8658504486084,0.7283820287234237,0.4344371253135792,0.9505772590637207,0.6792413935271077
0TREpvY3xoDJIKMK8.png,"a tank is driving through a river with a crowd watching
",0.27333158254623413,19.41942596435547,0.543307779601921,5.798881106377341e-155,0.9167038202285767,0.18518518518518517,0.08033568412065506,18.66657066345215,0.511687414668574,4.932250118548181e-155,0.9110350012779236,0.14018691588785046,0.18471577763557434,18.20740509033203,0.46083326692232734,8.853864984883467e-232,0.9086921215057373,0.09345794392523364
1(1).png,"ukrainian army's new armored vehicles
",0.24184781312942505,17.134735107421875,0.4938570322393268,9.788429383461836e-232,0.8331780433654785,0.08771929824561403,0.08763345330953598,15.542034149169922,0.363748326732244,0,0.8315392136573792,0.0,0.09662353247404099,16.20830535888672,0.4430634065532051,1.0003688322288243e-231,0.8432222604751587,0.0892857142857143
1c0ae2205709722b62e843abc0471a55_XL.png,"a large passenger jet flying in the sky
",0.18555869162082672,20.75052261352539,0.6564498745782181,0.3155984539112945,0.9428260922431946,0.5975308641975308,0.039878152310848236,19.104846954345703,0.5868502011302961,6.8489908526642754e-155,0.9490655064582825,0.38490853658536583,0.08436998724937439,19.84585952758789,0.5829497062297851,6.513869329968086e-155,0.9378153085708618,0.38027108433734946
0_A-Puma-helicopter-believed-to-have-been-carrying-senior-officers-arrives-at-RAF-Valley-for-a-ceremon.png,"a large military helicopter flying through the air
",0.10935431718826294,18.917936325073242,0.7739235196523804,8.612150057732663e-155,0.961063802242279,0.5439024390243904,0.027910808101296425,16.98659324645996,0.72841304284123,4.1927887725759647e-78,0.9443137645721436,0.5439024390243904,0.02569473907351494,18.12590217590332,0.7296639144044004,6.8489908526642754e-155,0.9696113467216492,0.38490853658536583
_103481832_049373589.png,"ukraine's military plane crashes in ukraine
",0.1423025131225586,20.462533950805664,0.6648302440058177,6.373704167435469e-155,0.8870708346366882,0.3993055555555556,0.023535525426268578,19.99507713317871,0.6572848445159949,6.373704167435469e-155,0.8870708346366882,0.3993055555555556,0.07119067758321762,18.969295501708984,0.5860777722278585,6.373704167435469e-155,0.8870708346366882,0.3993055555555556
0gDqyrWQxW1AT7h1x.png,"a black and white photo of a tank in the water
",0.38360917568206787,20.924610137939453,0.5281812602367314,3.486509539245492e-78,0.9727030992507935,0.41682242990654206,0.0476461686193943,20.371417999267578,0.5026115091908075,3.486509539245492e-78,0.9727030992507935,0.41682242990654206,0.12728577852249146,19.941408157348633,0.4590479368854793,3.486509539245492e-78,0.9727030992507935,0.41682242990654206
000_14M0LD-e1525732547750-400x250.png,"a man walks past a tank on a dirt road
",0.28269994258880615,21.274173736572266,0.5247803521516469,0.2824099048856541,0.9374800324440002,0.5948372615039282,0.062013618648052216,20.521602630615234,0.494774285055653,8.57273414893938e-155,0.9522942900657654,0.5667811679127096,0.035460200160741806,21.15546989440918,0.5202936559779,0.2824099048856541,0.9374800324440002,0.5948372615039282
1abb95c8dca7dc5900b30134c3f0e1c2.png,"a black and white photo of a tank that is on the ground
",0.24535945057868958,17.888975143432617,0.5815754085282632,4.176997776364165e-78,0.9686371088027954,0.5379591836734693,0.0791245847940445,15.88548755645752,0.4670670489029999,4.176997776364165e-78,0.9686371088027954,0.5379591836734693,0.08528543263673782,16.412338256835938,0.4724845739398834,4.350298057567181e-78,0.959335446357727,0.4673721340388008
1-72-Scale-F35-Military-Plane-Model.png,"a model of a fighter jet sitting on a table
",0.19923588633537292,24.40207290649414,0.6689236342034461,5.84773895554066e-78,0.9554019570350647,0.600907029478458,0.03100731037557125,23.401166915893555,0.6193213915244442,0.29558013016570783,0.9820063710212708,0.43069584736251404,0.15817700326442719,23.20983123779297,0.577027350551181,6.030654703641957e-155,0.964412271976471,0.15151515151515152
1_ms_1.png,"a group of tanks in front of a building
",0.35050168633461,17.399486541748047,0.4487680478468783,6.7393716283177006e-155,0.9570298194885254,0.2839506172839506,0.10975302755832672,15.768148422241211,0.32070550666126457,5.791739854583281e-155,0.9430811405181885,0.16129032258064518,0.1275244504213333,16.45990562438965,0.40560111826636613,6.333134513676991e-155,0.9529650807380676,0.28714107365792757
1dd71a68-1b4a-11ea-8971-922fdc94075f_image_hires_175541JPG.png,"a tank is seen during a military parade in the capital, beijing, china, june 3, 2015
",0.1750258207321167,18.929460525512695,0.538881966093651,3.8476696299631795e-155,0.8899293541908264,0.09677419354838708,0.05912978947162628,17.394126892089844,0.43276580040747015,3.8476696299631795e-155,0.8899293541908264,0.09677419354838708,0.09224105626344681,18.120162963867188,0.4835829028823659,4.978829999620551e-155,0.8873512148857117,0.12658227848101264
0f0c81a7303883289bd9d0e9b468b834.png,"an overhead view of a military vehicle
",0.22117574512958527,21.49685287475586,0.5805653613590938,3.1712496890592535e-78,0.958737850189209,0.34074074074074073,0.10519906878471375,19.38287353515625,0.4439359260342268,5.7592918561109494e-155,0.9530466794967651,0.136986301369863,0.17012134194374084,19.608366012573242,0.45866605924590736,6.484592771860512e-155,0.9329462051391602,0.14084507042253522
01convoy01.png,"a soldier is fixing a truck on the side of the road
",0.24781352281570435,18.85638999938965,0.5282882397437623,0.4211813371894875,0.9060788750648499,0.7111519232731354,0.0689876526594162,17.434526443481445,0.43389797751351544,0.4211813371894875,0.9060788750648499,0.7111519232731354,0.127105250954628,17.957361221313477,0.47341350382032,0.4832697830906221,0.902604877948761,0.7361111111111112
